row_id,table_number,table_title,combined_group,citation_display,reference_number,input_title,matched_title,resolved_doi,resolved_url,source_api,resolution_method,confidence,publisher,journal_name,open_access_pdf_url
1,2,Overview of included studies on HRQOL measures,FACT-G / JULIET,Maziarz 2020 [19],19,Patient-reported longterm quality of life after tisagenlecleucel in relapsed/refractory diffuse large B-cell lymphoma,Patient-reported longterm quality of life after tisagenlecleucel in relapsed/refractory diffuse large B-cell lymphoma,10.1182/bloodadvances.2019001026,https://doi.org/10.1182/bloodadvances.2019001026,review_bibliography,bibliography_reference_number+title_author_search,high,American Society of Hematology,Blood Advances,
2,2,Overview of included studies on HRQOL measures,FACT-G / JULIET,Tam 2019 [67],67,Prolonged improvement in patient reported quality of life (QoL) following tisagenlecleucel infusion in adult patients (pts) with relapsed/refractory (r/r) diffuse 190 F,Prolonged improvement in patient reported quality of life (QoL) following tisagenlecleucel infusion in adult patients (pts) with relapsed/refractory (r/r) diffuse 190 F,10.1016/j.bbmt.2018.12.326,https://doi.org/10.1016/j.bbmt.2018.12.326,review_bibliography,bibliography_reference_number+title_author_search,high,Elsevier BV,Biology of Blood and Marrow Transplantation,
3,2,Overview of included studies on HRQOL measures,FACT-G / JULIET,Maziarz 2017 [68],68,Patient-reported quality of life (QoL) following CTL019 infusion in adult patients (pts) with relapsed/refractory (r/r) diffuse large B-cell lymphoma (DLBCL),Patient-reported quality of life (QoL) following CTL019 infusion in adult patients (pts) with relapsed/refractory (r/r) diffuse large B-cell lymphoma (DLBCL),10.1016/j.bbmt.2018.12.326,https://doi.org/10.1016/j.bbmt.2018.12.326,review_bibliography,bibliography_reference_number+title_author_search,high,Elsevier BV,Biology of Blood and Marrow Transplantation,
4,2,Overview of included studies on HRQOL measures,FACT-G / ORCHARRD,ClinicalTrials.gov [39],39,Ofatumumab versus rituximab salvage chemoimmunotherapy followed by autologous stem cell transplant in relapsed or refractory diffuse large B cell lymphoma (ORCHARRD) (NCT01014208),Ofatumumab versus rituximab salvage chemoimmunotherapy followed by autologous stem cell transplant in relapsed or refractory diffuse large B cell lymphoma (ORCHARRD) (NCT01014208),,https://clinicaltrials.gov/ct2/show/NCT01014208,review_bibliography,bibliography_reference_number,high,ClinicalTrials,,
5,2,Overview of included studies on HRQOL measures,FACT-G / SADAL,Shah 2021 [38],38,Health-related quality of life and utility outcomes with selinexor in relapsed/refractory diffuse large B-cell lymphoma,Health-related quality of life and utility outcomes with selinexor in relapsed/refractory diffuse large B-cell lymphoma,10.2217/fon-2020-0946,https://doi.org/10.2217/fon-2020-0946,review_bibliography,bibliography_reference_number+title_author_search,high,Informa UK Limited,Future Oncology,
6,2,Overview of included studies on HRQOL measures,FACT-G / SADAL,Casasnovas 2020 [69],69,PCN325 Health utility in relapsed/refractory diffuse large B-cell lymphoma (RR-DLBCL) patients-results of a phase II trial with ORAL selinexor,PCN325 Health utility in relapsed/refractory diffuse large B-cell lymphoma (RR-DLBCL) patients-results of a phase II trial with ORAL selinexor,10.1016/j.jval.2020.08.462,https://doi.org/10.1016/j.jval.2020.08.462,review_bibliography,bibliography_reference_number+title_author_search,high,Elsevier BV,Value in Health,
7,2,Overview of included studies on HRQOL measures,FACT-G / NCT00667615,Straus 2015 [40],40,"Phase I/II trial of vorinostat with rituximab, cyclophosphamide, etoposide and prednisone as palliative treatment for elderly patients with relapsed or refractory diffuse large B-cell lymphoma not eligible for autologous stem cell transplantation","Phase I/II trial of vorinostat with rituximab, cyclophosphamide, etoposide and prednisone as palliative treatment for elderly patients with relapsed or refractory diffuse large B-cell lymphoma not eligible for autologous stem cell transplantation",10.1111/bjh.13195,https://doi.org/10.1111/bjh.13195,review_bibliography,bibliography_reference_number+title_author_search,high,Wiley,British Journal of Haematology,
8,2,Overview of included studies on HRQOL measures,FACT-Lym / JULIET,Maziarz 2020 [19],19,Patient-reported longterm quality of life after tisagenlecleucel in relapsed/refractory diffuse large B-cell lymphoma,Patient-reported longterm quality of life after tisagenlecleucel in relapsed/refractory diffuse large B-cell lymphoma,10.1182/bloodadvances.2019001026,https://doi.org/10.1182/bloodadvances.2019001026,review_bibliography,bibliography_reference_number+title_author_search,high,American Society of Hematology,Blood Advances,
9,2,Overview of included studies on HRQOL measures,FACT-Lym / JULIET,Tam 2019 [67],67,Prolonged improvement in patient reported quality of life (QoL) following tisagenlecleucel infusion in adult patients (pts) with relapsed/refractory (r/r) diffuse 190 F,Prolonged improvement in patient reported quality of life (QoL) following tisagenlecleucel infusion in adult patients (pts) with relapsed/refractory (r/r) diffuse 190 F,10.1016/j.bbmt.2018.12.326,https://doi.org/10.1016/j.bbmt.2018.12.326,review_bibliography,bibliography_reference_number+title_author_search,high,Elsevier BV,Biology of Blood and Marrow Transplantation,
10,2,Overview of included studies on HRQOL measures,FACT-Lym / JULIET,Maziarz 2017 [68],68,Patient-reported quality of life (QoL) following CTL019 infusion in adult patients (pts) with relapsed/refractory (r/r) diffuse large B-cell lymphoma (DLBCL),Patient-reported quality of life (QoL) following CTL019 infusion in adult patients (pts) with relapsed/refractory (r/r) diffuse large B-cell lymphoma (DLBCL),10.1016/j.bbmt.2018.12.326,https://doi.org/10.1016/j.bbmt.2018.12.326,review_bibliography,bibliography_reference_number+title_author_search,high,Elsevier BV,Biology of Blood and Marrow Transplantation,
11,2,Overview of included studies on HRQOL measures,FACT-Lym / ORCHARRD,ClinicalTrials.gov [39],39,Ofatumumab versus rituximab salvage chemoimmunotherapy followed by autologous stem cell transplant in relapsed or refractory diffuse large B cell lymphoma (ORCHARRD) (NCT01014208),Ofatumumab versus rituximab salvage chemoimmunotherapy followed by autologous stem cell transplant in relapsed or refractory diffuse large B cell lymphoma (ORCHARRD) (NCT01014208),,https://clinicaltrials.gov/ct2/show/NCT01014208,review_bibliography,bibliography_reference_number,high,ClinicalTrials,,
12,2,Overview of included studies on HRQOL measures,FACT-Lym / SADAL,Shah 2021 [38],38,Health-related quality of life and utility outcomes with selinexor in relapsed/refractory diffuse large B-cell lymphoma,Health-related quality of life and utility outcomes with selinexor in relapsed/refractory diffuse large B-cell lymphoma,10.2217/fon-2020-0946,https://doi.org/10.2217/fon-2020-0946,review_bibliography,bibliography_reference_number+title_author_search,high,Informa UK Limited,Future Oncology,
13,2,Overview of included studies on HRQOL measures,FACT-Lym / SADAL,Casasnovas 2020 [69],69,PCN325 Health utility in relapsed/refractory diffuse large B-cell lymphoma (RR-DLBCL) patients-results of a phase II trial with ORAL selinexor,PCN325 Health utility in relapsed/refractory diffuse large B-cell lymphoma (RR-DLBCL) patients-results of a phase II trial with ORAL selinexor,10.1016/j.jval.2020.08.462,https://doi.org/10.1016/j.jval.2020.08.462,review_bibliography,bibliography_reference_number+title_author_search,high,Elsevier BV,Value in Health,
14,2,Overview of included studies on HRQOL measures,FACT-Lym / NCT00667615,Straus 2015 [40],40,"Phase I/II trial of vorinostat with rituximab, cyclophosphamide, etoposide and prednisone as palliative treatment for elderly patients with relapsed or refractory diffuse large B-cell lymphoma not eligible for autologous stem cell transplantation","Phase I/II trial of vorinostat with rituximab, cyclophosphamide, etoposide and prednisone as palliative treatment for elderly patients with relapsed or refractory diffuse large B-cell lymphoma not eligible for autologous stem cell transplantation",10.1111/bjh.13195,https://doi.org/10.1111/bjh.13195,review_bibliography,bibliography_reference_number+title_author_search,high,Wiley,British Journal of Haematology,
15,2,Overview of included studies on HRQOL measures,FACT-Lym / TRANSFORM,Abramson 2021 [18],18,"Improved quality of life (QOL) with lisocabtagene maraleucel (liso-cel), a CD19- directed chimeric antigen receptor (CAR) T cell therapy, compared with standard of care (SOC) as second-line (2L) treatment in patients (pts) with relapsed or refractory (R/R) large B-cell lymphoma (LBCL): results from the phase 3 Transform study","Improved quality of life (QOL) with lisocabtagene maraleucel (liso-cel), a CD19- directed chimeric antigen receptor (CAR) T cell therapy, compared with standard of care (SOC) as second-line (2L) treatment in patients (pts) with relapsed or refractory (R/R) large B-cell lymphoma (LBCL): results from the phase 3 Transform study",10.1182/blood-2021-151611,https://doi.org/10.1182/blood-2021-151611,review_bibliography,bibliography_reference_number+title_author_search,high,American Society of Hematology,Blood,
17,2,Overview of included studies on HRQOL measures,EORTC QLQ-C30 / TRANSCEND NHL 001,Patrick 2021 [17],17,Effect of lisocabtagene maraleucel on HRQoL and symptom severity in relapsed/refractory large B-cell lymphoma,Effect of lisocabtagene maraleucel on HRQoL and symptom severity in relapsed/refractory large B-cell lymphoma,10.1182/bloodadvances.2020003503,https://doi.org/10.1182/bloodadvances.2020003503,review_bibliography,bibliography_reference_number+title_author_search,high,American Society of Hematology,Blood Advances,
18,2,Overview of included studies on HRQOL measures,EORTC QLQ-C30 / TRANSCEND NHL 001,Patrick 2020 [37],37,Impact of lisocabtagene maraleucel (liso-cel) treatment on health-related quality of life and health utility in patients with relapsed/refractory aggressive B-cell non-Hodgkin lymphoma: TRANSCEND NHL 001 (NCT02631044),Impact of lisocabtagene maraleucel (liso-cel) treatment on health-related quality of life and health utility in patients with relapsed/refractory aggressive B-cell non-Hodgkin lymphoma: TRANSCEND NHL 001 (NCT02631044),,,review_bibliography,bibliography_reference_number,high,Br J Haematol,Br J Haematol,
19,2,Overview of included studies on HRQOL measures,EORTC QLQ-C30 / TRANSCEND NHL 001,Patrick 2019 [35],35,"PCN262 preference-weighted health status in patients with relapsed/refractory diffuse large B-cell lymphoma (R/R DLBCL) treated with lisocabtagene maraleucel (liso-cel; JCAR017) in the ongoing, multicenter, phase 1 TRANSCEND NHL 001 trial","PCN262 preference-weighted health status in patients with relapsed/refractory diffuse large B-cell lymphoma (R/R DLBCL) treated with lisocabtagene maraleucel (liso-cel; JCAR017) in the ongoing, multicenter, phase 1 TRANSCEND NHL 001 trial",10.1016/j.jval.2019.04.383,https://doi.org/10.1016/j.jval.2019.04.383,review_bibliography,bibliography_reference_number+author_year_search,high,Elsevier BV,Value in Health,
20,2,Overview of included studies on HRQOL measures,EORTC QLQ-C30 / TRANSCEND NHL 001,Patrick 2019 [36],36,Impact of lisocabtagene maraleucel (liso-cel) treatment on health-related quality of life and health utility in patients (pts) with relapsed/refractory (R/R) 189 A Review of HRQOL and Utilities in R/R LBCL aggressive B cell non-Hodgkin lymphoma (NHL): Transcend NHL 001,Impact of lisocabtagene maraleucel (liso-cel) treatment on health-related quality of life and health utility in patients (pts) with relapsed/refractory (R/R) 189 A Review of HRQOL and Utilities in R/R LBCL aggressive B cell non-Hodgkin lymphoma (NHL): Transcend NHL 001,10.1182/blood-2019-127145,https://doi.org/10.1182/blood-2019-127145,review_bibliography,bibliography_reference_number+author_year_search,high,American Society of Hematology,Blood,
21,2,Overview of included studies on HRQOL measures,EORTC QLQ-C30 / TRANSFORM,Abramson 2021 [18],18,"Improved quality of life (QOL) with lisocabtagene maraleucel (liso-cel), a CD19- directed chimeric antigen receptor (CAR) T cell therapy, compared with standard of care (SOC) as second-line (2L) treatment in patients (pts) with relapsed or refractory (R/R) large B-cell lymphoma (LBCL): results from the phase 3 Transform study","Improved quality of life (QOL) with lisocabtagene maraleucel (liso-cel), a CD19- directed chimeric antigen receptor (CAR) T cell therapy, compared with standard of care (SOC) as second-line (2L) treatment in patients (pts) with relapsed or refractory (R/R) large B-cell lymphoma (LBCL): results from the phase 3 Transform study",10.1182/blood-2021-151611,https://doi.org/10.1182/blood-2021-151611,review_bibliography,bibliography_reference_number+title_author_search,high,American Society of Hematology,Blood,
22,2,Overview of included studies on HRQOL measures,SF-36 / JULIET,Maziarz 2020 [19],19,Patient-reported longterm quality of life after tisagenlecleucel in relapsed/refractory diffuse large B-cell lymphoma,Patient-reported longterm quality of life after tisagenlecleucel in relapsed/refractory diffuse large B-cell lymphoma,10.1182/bloodadvances.2019001026,https://doi.org/10.1182/bloodadvances.2019001026,review_bibliography,bibliography_reference_number+title_author_search,high,American Society of Hematology,Blood Advances,
23,2,Overview of included studies on HRQOL measures,SF-36 / JULIET,Tam 2019 [67],67,Prolonged improvement in patient reported quality of life (QoL) following tisagenlecleucel infusion in adult patients (pts) with relapsed/refractory (r/r) diffuse 190 F,Prolonged improvement in patient reported quality of life (QoL) following tisagenlecleucel infusion in adult patients (pts) with relapsed/refractory (r/r) diffuse 190 F,10.1016/j.bbmt.2018.12.326,https://doi.org/10.1016/j.bbmt.2018.12.326,review_bibliography,bibliography_reference_number+title_author_search,high,Elsevier BV,Biology of Blood and Marrow Transplantation,
24,2,Overview of included studies on HRQOL measures,SF-36 / JULIET,Maziarz 2017 [68],68,Patient-reported quality of life (QoL) following CTL019 infusion in adult patients (pts) with relapsed/refractory (r/r) diffuse large B-cell lymphoma (DLBCL),Patient-reported quality of life (QoL) following CTL019 infusion in adult patients (pts) with relapsed/refractory (r/r) diffuse large B-cell lymphoma (DLBCL),10.1016/j.bbmt.2018.12.326,https://doi.org/10.1016/j.bbmt.2018.12.326,review_bibliography,bibliography_reference_number+title_author_search,high,Elsevier BV,Biology of Blood and Marrow Transplantation,
1,3,Overview of included studies on health statue utility values,EQ-5D / Global / CheckMate 436,Zinzani 2019 [45],45,Nivolumab combined with brentuximab vedotin for relapsed/refractory primary mediastinal large B-cell lymphoma: efficacy and safety from the phase II CheckMate 436 study,Nivolumab combined with brentuximab vedotin for relapsed/refractory primary mediastinal large B-cell lymphoma: efficacy and safety from the phase II CheckMate 436 study,10.1200/jco.19.01492,https://doi.org/10.1200/jco.19.01492,review_bibliography,bibliography_reference_number+author_year_search,high,American Society of Clinical Oncology (ASCO),Journal of Clinical Oncology,
2,3,Overview of included studies on health statue utility values,EQ-5D / Global / SADAL,Shah 2021 [38],38,Health-related quality of life and utility outcomes with selinexor in relapsed/refractory diffuse large B-cell lymphoma,Health-related quality of life and utility outcomes with selinexor in relapsed/refractory diffuse large B-cell lymphoma,10.2217/fon-2020-0946,https://doi.org/10.2217/fon-2020-0946,review_bibliography,bibliography_reference_number+title_author_search,high,Informa UK Limited,Future Oncology,
3,3,Overview of included studies on health statue utility values,EQ-5D / Global / SADAL,Casasnovas 2020 [69],69,PCN325 Health utility in relapsed/refractory diffuse large B-cell lymphoma (RR-DLBCL) patients-results of a phase II trial with ORAL selinexor,PCN325 Health utility in relapsed/refractory diffuse large B-cell lymphoma (RR-DLBCL) patients-results of a phase II trial with ORAL selinexor,10.1016/j.jval.2020.08.462,https://doi.org/10.1016/j.jval.2020.08.462,review_bibliography,bibliography_reference_number+title_author_search,high,Elsevier BV,Value in Health,
4,3,Overview of included studies on health statue utility values,EQ-5D / Global / ZUMA-1,Lin 2019 [42],42,P889 Health utilities for patients with relapsed or refractory large B-cell lymphoma (R/R-LBCL): ad hoc analysis from an axicabtagene ciloleucel (axi-cel) safety management study,P889 Health utilities for patients with relapsed or refractory large B-cell lymphoma (R/R-LBCL): ad hoc analysis from an axicabtagene ciloleucel (axi-cel) safety management study,,,review_bibliography,bibliography_reference_number,high,Bone Marrow Transplant,Bone Marrow Transplant,
5,3,Overview of included studies on health statue utility values,EQ-5D / Global / ZUMA-1,ClinicalTrials.gov [70],70,Study evaluating the safety and efficacy of KTE-C19 in adult participants with refractory aggressive non-Hodgkin lymphoma (ZUMA-1 (NCT02348216),Study evaluating the safety and efficacy of KTE-C19 in adult participants with refractory aggressive non-Hodgkin lymphoma (ZUMA-1 (NCT02348216),,https://clinicaltrials.gov/ct2/show/NCT02348216,review_bibliography,bibliography_reference_number,high,ClinicalTrials,,
6,3,Overview of included studies on health statue utility values,EQ-5D / US / TRANSCEND NHL 001,Patrick 2021 [17],17,Effect of lisocabtagene maraleucel on HRQoL and symptom severity in relapsed/refractory large B-cell lymphoma,Effect of lisocabtagene maraleucel on HRQoL and symptom severity in relapsed/refractory large B-cell lymphoma,10.1182/bloodadvances.2020003503,https://doi.org/10.1182/bloodadvances.2020003503,review_bibliography,bibliography_reference_number+title_author_search,high,American Society of Hematology,Blood Advances,
7,3,Overview of included studies on health statue utility values,EQ-5D / US / TRANSCEND NHL 001,Patrick 2020 [37],37,Impact of lisocabtagene maraleucel (liso-cel) treatment on health-related quality of life and health utility in patients with relapsed/refractory aggressive B-cell non-Hodgkin lymphoma: TRANSCEND NHL 001 (NCT02631044),Impact of lisocabtagene maraleucel (liso-cel) treatment on health-related quality of life and health utility in patients with relapsed/refractory aggressive B-cell non-Hodgkin lymphoma: TRANSCEND NHL 001 (NCT02631044),,,review_bibliography,bibliography_reference_number,high,Br J Haematol,Br J Haematol,
8,3,Overview of included studies on health statue utility values,EQ-5D / US / TRANSCEND NHL 001,Patrick 2019 [35],35,"PCN262 preference-weighted health status in patients with relapsed/refractory diffuse large B-cell lymphoma (R/R DLBCL) treated with lisocabtagene maraleucel (liso-cel; JCAR017) in the ongoing, multicenter, phase 1 TRANSCEND NHL 001 trial","PCN262 preference-weighted health status in patients with relapsed/refractory diffuse large B-cell lymphoma (R/R DLBCL) treated with lisocabtagene maraleucel (liso-cel; JCAR017) in the ongoing, multicenter, phase 1 TRANSCEND NHL 001 trial",10.1016/j.jval.2019.04.383,https://doi.org/10.1016/j.jval.2019.04.383,review_bibliography,bibliography_reference_number+author_year_search,high,Elsevier BV,Value in Health,
9,3,Overview of included studies on health statue utility values,EQ-5D / US / TRANSCEND NHL 001,Patrick 2019 [36],36,Impact of lisocabtagene maraleucel (liso-cel) treatment on health-related quality of life and health utility in patients (pts) with relapsed/refractory (R/R) 189 A Review of HRQOL and Utilities in R/R LBCL aggressive B cell non-Hodgkin lymphoma (NHL): Transcend NHL 001,Impact of lisocabtagene maraleucel (liso-cel) treatment on health-related quality of life and health utility in patients (pts) with relapsed/refractory (R/R) 189 A Review of HRQOL and Utilities in R/R LBCL aggressive B cell non-Hodgkin lymphoma (NHL): Transcend NHL 001,10.1182/blood-2019-127145,https://doi.org/10.1182/blood-2019-127145,review_bibliography,bibliography_reference_number+author_year_search,high,American Society of Hematology,Blood,
10,3,Overview of included studies on health statue utility values,EQ-5D / NR / Naratuximab emtansine + rituximab phase 2,Orfanos 2022 [46],46,POSC370 Health-related quality of life of naratuximab emtasine + rituximab (N+R) in second line and heavily pre-treated patients with relapsed/refractory (R/R) diffuse large B-cell lymphoma (DLBCL): an analysis of the Functional Assessment of Cancer Therapy Lymphoma (FACT- LYM) measure and mapped EQ-5D values from a phase II trial,POSC370 Health-related quality of life of naratuximab emtasine + rituximab (N+R) in second line and heavily pre-treated patients with relapsed/refractory (R/R) diffuse large B-cell lymphoma (DLBCL): an analysis of the Functional Assessment of Cancer Therapy Lymphoma (FACT- LYM) measure and mapped EQ-5D values from a phase II trial,10.1016/j.jval.2021.11.1195,https://doi.org/10.1016/j.jval.2021.11.1195,review_bibliography,bibliography_reference_number+author_year_search,high,Elsevier BV,Value in Health,
11,3,Overview of included studies on health statue utility values,EQ-5D / UK / Howell vignette (CAR T pathway),Howell 2022 [44],44,Health state utilities for adverse events associated with chimeric antigen receptor T-cell therapy in large B-cell lymphoma,Health state utilities for adverse events associated with chimeric antigen receptor T-cell therapy in large B-cell lymphoma,10.1007/s41669-021-00316-0,https://doi.org/10.1007/s41669-021-00316-0,review_bibliography,bibliography_reference_number+title_author_search,high,Springer Science and Business Media LLC,PharmacoEconomics - Open,https://link.springer.com/content/pdf/10.1007/s41669-021-00316-0.pdf
12,3,Overview of included studies on health statue utility values,EQ-5D / UK / Howell vignette (CAR T pathway),Howell 2020 [43],43,PCN90 Assessment of utilities for adverse events (AEs) associated with chimeric antigen receptor (CAR) T cell therapy in large B-cell lymphoma (LBCL),PCN90 Assessment of utilities for adverse events (AEs) associated with chimeric antigen receptor (CAR) T cell therapy in large B-cell lymphoma (LBCL),10.1016/j.jval.2020.04.1590,https://doi.org/10.1016/j.jval.2020.04.1590,review_bibliography,bibliography_reference_number+title_author_search,high,Elsevier BV,Value in Health,
13,3,Overview of included studies on health statue utility values,TTO / UK / Howell vignette (CAR T pathway),Howell 2022 [44],44,Health state utilities for adverse events associated with chimeric antigen receptor T-cell therapy in large B-cell lymphoma,Health state utilities for adverse events associated with chimeric antigen receptor T-cell therapy in large B-cell lymphoma,10.1007/s41669-021-00316-0,https://doi.org/10.1007/s41669-021-00316-0,review_bibliography,bibliography_reference_number+title_author_search,high,Springer Science and Business Media LLC,PharmacoEconomics - Open,https://link.springer.com/content/pdf/10.1007/s41669-021-00316-0.pdf
14,3,Overview of included studies on health statue utility values,TTO / UK / Howell vignette (CAR T pathway),Howell 2020 [43],43,PCN90 Assessment of utilities for adverse events (AEs) associated with chimeric antigen receptor (CAR) T cell therapy in large B-cell lymphoma (LBCL),PCN90 Assessment of utilities for adverse events (AEs) associated with chimeric antigen receptor (CAR) T cell therapy in large B-cell lymphoma (LBCL),10.1016/j.jval.2020.04.1590,https://doi.org/10.1016/j.jval.2020.04.1590,review_bibliography,bibliography_reference_number+title_author_search,high,Elsevier BV,Value in Health,
1,4,Overview of economic studies reporting health state utility values,China / CUA,Li 2022 [54],54,Cost-effectiveness analysis of axicabtagene ciloleucel vs salvage chemotherapy for relapsed or refractory adult diffuse large B-cell lymphoma in China,Cost-effectiveness analysis of axicabtagene ciloleucel vs salvage chemotherapy for relapsed or refractory adult diffuse large B-cell lymphoma in China,,,review_bibliography,bibliography_reference_number,high,Support Care Cancer,Support Care Cancer,
2,4,Overview of economic studies reporting health state utility values,Japan / CUA,Wakase 2021 [55],55,Cost effectiveness analysis of tisagenlecleucel for the treatment of adult patients with relapsed or refractory diffuse large B cell lymphoma in Japan,Cost effectiveness analysis of tisagenlecleucel for the treatment of adult patients with relapsed or refractory diffuse large B cell lymphoma in Japan,10.1016/j.jtct.2021.03.005,https://doi.org/10.1016/j.jtct.2021.03.005,review_bibliography,bibliography_reference_number+author_year_search,high,Elsevier BV,Transplantation and Cellular Therapy,
3,4,Overview of economic studies reporting health state utility values,Singapore / CUA / JULIET / CORAL,Cher 2020 [53],53,Cost utility analysis of tisagenlecleucel vs salvage chemotherapy in the treatment of relapsed/refractory diffuse large B-cell lymphoma from Singapore's healthcare system perspective,Cost utility analysis of tisagenlecleucel vs salvage chemotherapy in the treatment of relapsed/refractory diffuse large B-cell lymphoma from Singapore's healthcare system perspective,,,review_bibliography,bibliography_reference_number,high,J Med Econ,J Med Econ,
4,4,Overview of economic studies reporting health state utility values,Singapore / CUA / JULIET / CORAL,Wang 2021 [58],58,Cost-effectiveness and budget impact analyses of tisagenlecleucel in adult patients with relapsed or refractory diffuse large B-cell lymphoma from Singapore's private insurance payer's perspective,Cost-effectiveness and budget impact analyses of tisagenlecleucel in adult patients with relapsed or refractory diffuse large B-cell lymphoma from Singapore's private insurance payer's perspective,,,review_bibliography,bibliography_reference_number,high,J Med Econ,J Med Econ,
5,4,Overview of economic studies reporting health state utility values,Spain / CUA,Bastos-Oreiro 2022 [71],71,Costeffectiveness analysis of axicabtagene ciloleucel vs tisagenlecleucel for the management of relapsed/refractory diffuse large B-cell lymphoma in Spain,Costeffectiveness analysis of axicabtagene ciloleucel vs tisagenlecleucel for the management of relapsed/refractory diffuse large B-cell lymphoma in Spain,10.3390/cancers14030538,https://doi.org/10.3390/cancers14030538,review_bibliography,bibliography_reference_number+author_year_search,high,MDPI AG,Cancers,https://www.mdpi.com/2072-6694/14/3/538/pdf
6,4,Overview of economic studies reporting health state utility values,UK / CUA,Muszbek 2016 [62],62,The cost-effectiveness of pixantrone for third/fourth-line treatment of aggressive non-Hodgkin's lymphoma,The cost-effectiveness of pixantrone for third/fourth-line treatment of aggressive non-Hodgkin's lymphoma,,,review_bibliography,bibliography_reference_number,high,Clin Ther,Clin Ther,
7,4,Overview of economic studies reporting health state utility values,US / CEA / GO29365,Betts 2020 [61],61,"US cost-effectiveness of polatuzumab vedotin, bendamustine and rituximab in diffuse large B-cell lymphoma","US cost-effectiveness of polatuzumab vedotin, bendamustine and rituximab in diffuse large B-cell lymphoma",,,review_bibliography,bibliography_reference_number,high,J Comp Eff Res,J Comp Eff Res,
8,4,Overview of economic studies reporting health state utility values,US / CEA / GO29365,Betts 2020 [72],72,Cost-effectiveness of polatuzumab vedotin plus bendamustine-rituximab for transplantineligible relapsed/refractory diffuse large B-cell lymphoma in the United States,Cost-effectiveness of polatuzumab vedotin plus bendamustine-rituximab for transplantineligible relapsed/refractory diffuse large B-cell lymphoma in the United States,10.1182/blood-2020-136273,https://doi.org/10.1182/blood-2020-136273,review_bibliography,bibliography_reference_number+title_author_search,high,American Society of Hematology,Blood,
9,4,Overview of economic studies reporting health state utility values,US / CUA,Liu 2021 [49],49,Cost-effectiveness of lisocabtagene maraleucel (liso-cel) versus axicabtagene ciloleucel (axi-cel) for treatment of relapsed or refractory (R/R) large B-cell lymphoma (LBCL),Cost-effectiveness of lisocabtagene maraleucel (liso-cel) versus axicabtagene ciloleucel (axi-cel) for treatment of relapsed or refractory (R/R) large B-cell lymphoma (LBCL),,,review_bibliography,bibliography_reference_number,high,Blood,Blood,
10,4,Overview of economic studies reporting health state utility values,US / CUA,Lin 2019 [50],50,Cost-effectiveness of chimeric antigen receptor T-cell therapy in multiply relapsed or refractory adult large B-cell lymphoma,Cost-effectiveness of chimeric antigen receptor T-cell therapy in multiply relapsed or refractory adult large B-cell lymphoma,,,review_bibliography,bibliography_reference_number,high,J Clin Oncol,J Clin Oncol,
11,4,Overview of economic studies reporting health state utility values,US / CUA,Oluwole 2022 [48],48,Cost-effectiveness of axicabtagene ciloleucel versus lisocabtagene maraleucel for adult patients with relapsed or refractory large B-cell lymphoma after two or more lines of systemic therapy in the US,Cost-effectiveness of axicabtagene ciloleucel versus lisocabtagene maraleucel for adult patients with relapsed or refractory large B-cell lymphoma after two or more lines of systemic therapy in the US,,,review_bibliography,bibliography_reference_number,high,J Med Econ,J Med Econ,
12,4,Overview of economic studies reporting health state utility values,US / CUA,Roth 2018 [51],51,Cost-effectiveness of axicabtagene ciloleucel for adult patients with relapsed or refractory large B-cell lymphoma in the United States,Cost-effectiveness of axicabtagene ciloleucel for adult patients with relapsed or refractory large B-cell lymphoma in the United States,,,review_bibliography,bibliography_reference_number,high,J Med Econ,J Med Econ,
13,4,Overview of economic studies reporting health state utility values,US / CUA,Whittington 2019 [56],56,Long-term survival and cost-effectiveness associated with axicabtagene ciloleucel vs chemotherapy for treatment of B-cell lymphoma,Long-term survival and cost-effectiveness associated with axicabtagene ciloleucel vs chemotherapy for treatment of B-cell lymphoma,,,review_bibliography,bibliography_reference_number,high,JAMA Netw Open,JAMA Netw Open,
14,4,Overview of economic studies reporting health state utility values,US / CUA,Calamia 2021 [59],59,Economic evaluation of polatuzumab-bendamustine-rituximab vs tafasitamablenalidomide in transplant-ineligible R/R DLBCL,Economic evaluation of polatuzumab-bendamustine-rituximab vs tafasitamablenalidomide in transplant-ineligible R/R DLBCL,,,review_bibliography,bibliography_reference_number,high,J Med Econ,J Med Econ,
15,4,Overview of economic studies reporting health state utility values,US / CUA,Patel 2020 [60],60,Costeffectiveness of polatuzumab vedotin in relapsed or refractory diffuse large B-cell lymphoma,Costeffectiveness of polatuzumab vedotin in relapsed or refractory diffuse large B-cell lymphoma,,,review_bibliography,bibliography_reference_number,high,Leuk Lymphoma,Leuk Lymphoma,
16,4,Overview of economic studies reporting health state utility values,US / CUA,Qi 2021 [57],57,Cost-effectiveness analysis of tisagenlecleucel for the treatment of patients with relapsed or refractory diffuse large B-cell lymphoma in the United States,Cost-effectiveness analysis of tisagenlecleucel for the treatment of patients with relapsed or refractory diffuse large B-cell lymphoma in the United States,,,review_bibliography,bibliography_reference_number,high,Clin Ther,Clin Ther,
